,Zipcode,Latitude,Longitude,Address,prices,time
0,36190,,,,,
0,03580-4061,,,3844 MURREL RD,,
0,,,,,$20,
0,,,,,,
0,90254,-118.3955,33.8643,844 Hermosa Ave,,
0,10031,-73.9507,40.8246,,,0pm
0,,,,"1020 PM
Mode Cash
y PRODUCT",,9:43 PM
0,,,,,,
0,,,,,,
0,,,,,,
0,32858,-81.2608,28.5663,,$32.58,21:57
0,27425,-79.792,36.0726,,,
0,41440087,,,,$30.00,20:54
0,27200,,,7200 Harvard,$279.47,09:07
0,,,,,,
0,10611,,,0611 SHAWNEE MISSION PKWY,,04:28
0,12777,-74.7241,41.5691,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,78455833,,,,$8,12:57
0,201307,,,,,18:56
0,,,,,,
0,,,,18 Ast,,
0,,,,,,
0,43570004,,,9001 WEST LAWRENCE AVE,,
0,,,,"56 PM
ave",$924,06:56 PM
0,,,,,$10.01,11:08
0,37011,-86.6722,36.0601,7011 Cook Street,,10:28 AM
0,,,,,,
0,61493,,,,,1AM
0,20021123,,,,,
0,,,,,,
0,70508,-92.0236,30.1582,,,
0,,,,,,
0,,,,"4 95
ard",,
0,,,,,,
0,,,,,,
0,,,,,,
0,0336268,,,,,
0,80989,,,,$0.00,19:10
0,,,,,,
0,,,,,$8.26,
0,125300088,,,,$0,
0,,,,,,
0,07502-1508,,,,,7:54 am
0,4772943,,,,$72.20,3:47
0,,,,,,
0,136800,,,,,
0,0000005,,,1 Guest,$96.81,10:19
0,75240,-96.7872,32.9374,,$6,
0,1328904,,,01 Roosevelt Ave,$19.00,
0,93449,-120.6522,35.1578,2131 Price St,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,45209,-84.4278,39.1516,,,02:49PM
0,000313,,,,$56,05:26
0,08004,-74.8665,39.76,1 a GST,,
0,12247,-73.7562,42.6526,2247 Sheridan St,,9:32
0,,,,,,
0,62170,,,,,
0,568900,,,"90 A
Foust",,
0,519886887,,,75 King Street,,12:59
0,,,,,,
0,,,,,,
0,20183,,,,$ 4,
0,053803744,,,,$14,
0,,,,,$2,
0,22314,-77.0529,38.806,,$1,8:53
0,13495-,,,,$1,
0,1014542,,,,,
0,11254,,,4 Ok RY ist,,
0,73168,,,,,0PM
0,12940,,,,,
0,69105,,,,$ 3,
0,30103,-84.9176,34.3595,,,6:56 PM
0,,,,,,
0,540722500,,,,$75.98,11:49
0,,,,,,
0,,,,,,
0,,,,,,22:30
0,,,,,,
0,14850,-76.4966,42.4406,,$5.95,
0,,,,,,
0,,,,,,3:25
0,,,,,$9.95,2:42
0,1659170,,,1 Strips 2ct,$9.70,10:50
0,40039,,,,$ 19.19,
0,,,,,,
0,12725,-74.5293,41.9657,,$8.00,11:33
0,94114,-122.433,37.7587,,$42.99,
0,2491340,,,,$173.22,
0,,,,,$4,
0,42112,,,,$5.00,
0,11290,,,,,
0,,,,,,
0,10085,,,,,
0,,,,,,21:50
0,32244,-81.7556,30.2231,,"$1,000",
0,,,,,,7:06
0,,,,,,09:16
0,42135401,,,,,13:52
0,001024,,,,,15:51
0,,,,,,
0,71032,-93.7941,32.105,,,
0,,,,,,
0,,,,,,
0,21212,-76.61,39.3626,6 YORK RD,$ 3.35,16:25
0,60082,-87.8121,42.1164,,$ 3.7,3:16
0,3884970,,,497 Karaka Bay Rd,,
0,,,,,,9:17
0,,,,,$0,
0,,,,,,
0,160203544,,,,$17.00,
0,,,,,,
0,90620,-118.008,33.8439,,,
0,14407,,,,,
0,0889472,,,"4853 Main Street,",,
0,,,,,,6:53 PM
0,,,,,,
0,,,,,,
0,,,,,,
0,08004,-74.8665,39.76,1 a GST,,
0,,,,,$10.00,
0,96040,-121.4637,40.7677,100 Citadel Dr,$99.98,
0,,,,,,
0,92663,-117.9321,33.621,4 West,,
0,,,,,,
0,,,,,,
0,14555,-76.9835,43.2546,,,
0,,,,,,
0,,,,,$100.00,
0,,,,,,
0,,,,,,
0,22303,-77.0814,38.7912,6151 Richmond Hwy,,
0,02886,-71.4476,41.7026,,$7.16,8:10
0,,,,,$6,
0,118127,,,,$ 1,07:26PM
0,,,,,,
0,,,,,$25,
0,,,,,,10:42
0,02322,-71.0437,42.1258,19 STOCKWELL STREET,,
0,128850900,,,,,
0,4252557,,,,,01:51
0,905701812,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,75087,-96.4418,32.9492,1103 Ridge rd,,06:25 PM
0,,,,,$ 0,
0,,,,,,
0,540519,,,,$7.99,
0,,,,"25 TTR AVE,",,10:41
0,011795190,,,5 Cust,,
0,29051168,,,"33 Wyndham Street,",$653.0,
0,,,,,$4,
0,,,,,$16.69,
0,00721,,,1 Nugget 12ct,$9.80,8:59
0,98023,-122.3612,47.3104,,,10:33
0,,,,,,
0,06854,-73.4285,41.0957,444 Connecticut Ave,$829.75,
0,400020,,,,,01:11
0,28013,,,"5785 iy
ley Pre Product.",,
0,,,,,,
0,444999,,,,,01:34PM
0,706140,,,,$5,6:46AM
0,98119-2098,,,,,0:99
0,10014,-74.0054,40.7339,,$4,
0,,,,,,
0,131845182,,,2070 DUNDAS ST.,$100,16:35
0,,,,,,
0,041447,,,,$ 1,08:30
0,,,,,$99,
0,621402,,,,$38,
0,,,,,,16:23
0,8896862,,,681 SUNRISE AVE,$3.89,5:57PM
0,21233,-76.6205,39.2847,,$ 3.19,17:88
0,,,,,,
0,,,,,,2:44
0,10190065,,,,,16:35
0,,,,,,
0,11364,-73.7588,40.7428,,$4.38,5:20
0,909364914,,,,$7.75,6:53
0,35785,,,,,1:33
0,27457,,,,,16:31
0,,,,,,
0,,,,,,
0,25004,,,,,
0,98730,,,,,
0,27117580,,,,,12:07
0,,,,,,
0,11710,-73.5365,40.6729,,$0.00,
0,,,,,,
0,,,,,$23.91,
0,,,,,$25.54,
0,,,,,,
0,,,,,,
0,,,,,,
0,00002364,,,1410 S RANDALL RD,,12:98
0,,,,,,
0,,,,,,
0,20119,-77.6383,38.637,5506 Britton Drive,,6:24 PM
0,29405,-79.9913,32.853,,,
0,,,,,,
0,77600,,,,$90,
0,40499,,,,$249,8:17 am
0,08310,-74.8895,39.537,,,
0,3304353,,,1684 Guest.,,
0,72192,,,4350 worth ave,,
0,,,,,,6:56
0,23450,-76.1204,36.844,,,
0,77460-0421,,,4 EST,$837,
0,,,,,,
0,360614,,,2 Breakfast,$5.99,
0,,,,,$64.60,6:06
0,39607,,,,,7pm
0,,,,,,
0,,,,,,6:31 PM
0,132640030,,,,,9:10 PM
0,,,,,,
0,,,,,,
0,90460953,,,,$45,
0,,,,685 Airport Rd,,
0,,,,,,
0,,,,,,7:35 PM
0,,,,"24 3

Zens PAYWEST",,
0,01701,-71.4255,42.3007,659 WORCESTER ROAD,,7:22 PM
0,028416,,,"8416 5
15450 E 104th Ave",,4:03
0,,,,,,
0,00070,,,,,
0,29490049,,,,,
0,,,,,$92.45,
0,57928400,,,,,
0,,,,,$7,3:29 pm
0,568900,,,"90 A
Foust",,
0,264949,,,,,
0,,,,,,
0,,,,,,4AM
0,,,,5 being the most,,19:19
0,,,,"4 ents
as Credit Card",$42.54,
0,,,,,,
0,16012,,,1 the 7750 Gst,,2PM
0,270765,,,505 Parnassus Avenue,$8.35,12:14
0,,,,,,
0,75038,-96.9905,32.8653,,$3.68,9:35
0,,,,,,
0,00000682,,,"6199 RT 0001
QST",$905.13,12:05
0,00008439,,,8922 SW 24th St,,6:20 PM
0,12001,,,,,07:55 PM
0,,,,2135 FUCHSIA ST.,,
0,28996599,,,,,
0,,,,,,
0,106751,,,,,
0,,,,,$999,
0,22923,-78.3098,38.2095,,,13:23
0,94118,-122.4614,37.7812,3673 SACRAMENTO ST,$96.57,2:25
0,38279095,,,,,
0,,,,,,
0,46469365,,,,$0.00,
0,35785,,,,,1:33
0,444444444,,,,$720191,6:09
0,460065,,,,,16:38
0,,,,,,
0,056132809,,,,,
0,40009,-85.1436,37.4662,,$0.05,
0,20029,-77.0146,38.8933,,$10.95,11:07 PM
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,43219,-82.9103,40.0326,,$88.95,
0,046198,,,,$14.20,10:58
0,,,,,,
0,,,,,,6:26
0,,,,,,
0,30427,-81.9483,31.9467,412 DOWNING MUSGROVE HWY,,12:26
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,07:48
0,400007,,,,,
0,,,,,,
0,,,,1728 Gst,,2:44PM
0,,,,,,
0,,,,,$310,
0,,,,,,
0,,,,,$9,4:52
0,500489795,,,,,16:04
0,,,,,$9.00,
0,012435333,,,"6 ST PANCRAS
WEST",,10:41 PM
0,400007,,,,,
0,,,,,,
0,,,,,$3.64,04:58pm
0,,,,,,
0,111018,,,,,
0,15147,-79.8345,40.4927,5147 WARDS RD.,,
0,1403352,,,,$9,14:37
0,9042286,,,1645 Morris AVE,$2.29,3:00
0,,,,,,
0,,,,44 409 OCT,,1:44
0,,,,,,
0,94304,-122.1842,37.4334,,,
0,900007,,,,$42.61,7:54 PM
0,,,,,$14,
0,,,,,"$
1",
0,,,,,,
0,,,,,,
0,,,,,$12.97,
0,30110,-85.1286,33.7309,2 100 ct,,11:42AM
0,94010,-122.3676,37.5671,,,
0,045001,,,,,15:04
0,71270,-92.6439,32.5308,,,8:08
0,,,,,,
0,020601932,,,,$2,6:47
0,19264,,,,,
0,,,,,,
0,,,,,,
0,20910,-77.0338,38.9982,,,
0,,,,,,
0,021315233,,,,,
0,,,,,,
0,10305,-74.0768,40.5973,,,8:34
0,37853,-83.9412,35.8305,,,
0,,,,,,4:04
0,,,,,,
0,000019,,,,$4.50,1:50
0,,,,,,
0,78704,-97.7658,30.2428,1624 Barton Springs Road,,4:29 PM
0,,,,,,
0,,,,,,
0,84119,-112.0011,40.6916,,$7.50,
0,,,,,,
0,29223,-80.9167,34.0853,,,
0,,,,,,
0,60446,-88.0696,41.6404,,,3:46 PM
0,11218,-73.9758,40.6424,847 A Union Street,,12:19 pm
0,,,,,,21:42
0,,,,,,
0,98121,-122.3447,47.6151,,$2.78,
0,10400,,,,,
0,96121,-120.3895,40.1828,,,02:36
0,,,,,,
0,,,,,,
0,,,,,$7.29,
0,,,,,$3.0,
0,,,,,,
0,98409,-122.4825,47.2038,2957 Gst,,
0,10101010,,,,$2.9,4:01PM
0,,,,,,
0,90460953,,,,$45,
0,,,,,,
0,,,,,,11:07
0,,,,,,
0,,,,,,
0,259079,,,,$3,2:13
0,666207,,,,,
0,,,,,,
0,,,,,$3.00,
0,72632,-93.7379,36.4175,,,
0,95132,-121.8585,37.4031,2530 Berryessa Road,$10.25,09:27
0,,,,238 TOKTUNE ROAD,,
0,,,,,,
0,902555555,,,,,
0,30126,-84.6031,33.8332,,,7:21 PM
0,,,,,,
0,00681612,,,,,
0,135060,,,,,
0,,,,,,
0,99209,-117.4291,47.6597,,,
0,08009,-74.9308,39.7788,,,
0,00009,,,,$500,
0,,,,,,
0,92626,-117.9085,33.6801,2701 Fairview Rd,$11.79,9:03
0,,,,,,
0,,,,,,
0,148782,,,,,
0,10064,,,,,6:16
0,,,,,,12:21
0,11908225,,,,,18:20
0,97204,-122.6745,45.5181,450 SW Yamhil Street,$ 29.00,05:00 PM
0,84604,-111.6549,40.2607,0 GUEST,$135.0,10:00 AM
0,,,,,,
0,12345,-73.9396,42.8142,,$9,19:07
0,,,,,,
0,,,,,,
0,20185,-77.8799,38.993,3029 Richmond Road,$ 56,11:24
0,30194,,,,"$1,000",9:45 PM
0,,,,,$5.98,8:82
0,,,,2 yacetest,,
0,28013,,,,,01:25
0,90250,-118.3493,33.9143,,,
0,,,,,$5.00,
0,,,,,,18:21
0,10766,,,0766 SW 24 ST,$7.00,
0,100108,,,,,
0,73393,,,,$14,
0,,,,,,
0,912129,,,,$1,
0,,,,"5800 Northgate Drive,",,
0,149924,,,25 AUGUST,$4.95,19:01
0,,,,,,
0,001911546,,,,"$7,550.93",
0,,,,,,
0,30078,-84.0081,33.8635,,,14:39
0,,,,,,17:60
0,,,,,,
0,,,,,,
0,,,,,$127.44,
0,,,,,,
0,,,,8 State toa 64 Fast,,
0,,,,,$54.99,
0,029995,,,,,
0,,,,,,
0,,,,,,23:28
0,01078,,,,,
0,604736571,,,488 11TH AVENUE WEST,$98.42,
0,010554201,,,,,21:16
0,,,,,,
0,417972309,,,,,1:33
0,,,,,,
0,,,,,,
0,27200,,,7200 Harvard,$26.79,09:07
0,,,,,,
0,,,,1 96 AvO TOST,,16:41
0,36053-0289,,,6737 SOLTiH 451H WEST,,06:34 PM
0,11329,,,,$28.50,9:27 AM
0,11365,-73.7951,40.7374,,$4.00,
0,802068341,,,,$8,12:52
0,,,,,,
0,30194,,,,"$1,000",9:45 PM
0,,,,,,
0,19542425,,,,,36:16
0,632591,,,"3269 Hill Strost,",,
0,,,,,$25,
0,,,,,,
0,,,,,,
0,505194,,,5194 als 18 ROBSON ST,$80,
0,020555601,,,"95 MooS
Pattaya Naklua Road",,18:28
0,,,,,$59.75,06:26PM
0,00888,,,,,13:45
0,44144,-81.7398,41.4385,,,0:44
0,0336268,,,,,
0,,,,5 bzing the most,,19:19
0,72712,-94.2224,36.3577,,,7:33
0,918388,,,,,11:23
0,997249874,,,,,
0,35785,,,,,1:33
0,400013,,,,,09:33 PM
0,10305005,,,,,22:28
0,,,,,"$1,659",16:18
0,,,,,,
0,,,,"2 Saas
ey 0 ct",,2:90
0,1177826,,,,,13:26
0,,,,,$0,
0,45299997,,,,,20:20
0,,,,,,8PM
0,,,,,,
0,,,,,,
0,,,,,$25.75,
0,,,,,,
0,,,,,,7:06
0,43570004,,,9001 WEST LAWRENCE AVE,,
0,161294,,,5 Southgate Street,,
0,,,,,,
0,,,,,$189,
0,,,,,,
0,,,,,$6.00,12:15pm
0,5442609,,,,$2.00,
0,32819,-81.4678,28.4522,"1 Vy
1 Dr.",$50,19:29
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$45,
0,,,,,,7:08
0,07374522,,,,,
0,123456,,,,,
0,22150,-77.1866,38.7797,,$7.62,6:26
0,568900,,,"90 A
Foust",,
0,20877,-77.189,39.1419,,,07:16
0,,,,,,
0,90428,,,,,
0,10156,-73.9772,40.7808,0156 EAST 71ST,,16:33
0,,,,,$195,7:21 PM
0,,,,,,
0,,,,,,
0,17543,-76.3015,40.1846,,$ 6.19,19:48
0,345119,,,1 SpoSsq,$3.33,9:06
0,004469,,,,$7.75,1:28
0,,,,,,
0,11990,,,,$28,9:27 AM
0,2044212,,,,,
0,83130,,,,,
0,78701,-97.7426,30.2713,1 BREAKFAST,$6.00,9:22
0,,,,,,
0,,,,,,
0,000156225,,,,,
0,02719,-70.8896,41.6409,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,443681120,,,1209 North Charles Street,,1:35 PM
0,87106,-106.6169,35.079,2720 CNTRL,$98.90,1:10
0,47843608,,,,,
0,,,,,,
0,,,,"7 ait
SS j St",,
0,139946701,,,,,13:30
0,19174,,,,,8:47
0,96815,-157.8266,21.2811,2330 Kalakaua Ave.,$4.00,12:21PM
0,75965,-94.6168,31.7195,4512 North St,$9.7,04:20
0,309885,,,,,
0,,,,,,
0,,,,,,
0,11076,,,,,07:54PM
0,129873,,,,,
0,134504269,,,8 August,,
0,374482,,,,$6.50,19:57
0,,,,,$5,
0,,,,,$73.8,
0,,,,,,
0,,,,,,
0,32830,-81.569,28.3822,345 GUEST,,22:49
0,,,,,,
0,85710,-110.824,32.2138,,$6.75,16:20
0,,,,,,
0,,,,,,
0,,,,,,
0,000000822,,,,,
0,,,,,,11:24AM
0,702000716,,,"67 3
CHK 8401 F5CH GST",,12:14AM
0,30064,-84.6076,33.9343,,,7:55
0,60082,-87.8121,42.1164,,$ 3.7,3:16
0,27400,,,7400 Pacific Coast Highway,,08:21PM
0,,,,,,2AM
0,,,,,,
0,000566,,,,$207,6:29
0,297595,,,"8 4154
CARD",,1:18
0,,,,,,
0,020261264,,,,,09:45 PM
0,02000,,,,,
0,2735294,,,,,
0,44089,-82.3554,41.41,4503 Liberty Ave.,,4:58 pm
0,,,,,,16:28
0,,,,,,05:59PM
0,,,,,,
0,06820,-73.4853,41.0768,,,2:43
0,,,,,,
0,,,,,$000,9:26
0,,,,73 0st,$4,
0,,,,,,
0,,,,,$2,9:09
0,,,,,$38.42,2:58
0,40030,,,,,
0,,,,,,
0,002353,,,,,10:03 PM
0,,,,,,5:10AM
0,,,,,,
0,100108,,,,,
0,,,,,,10:35 AM
0,,,,,,
0,,,,,,
0,,,,,,10:32AM
0,,,,,,6:53 PM
0,70096,-90.1423,29.906,"0478 Pa
295 Tukwila Parkway",,9:19
0,39747,-89.5696,33.4165,,,
0,,,,,,
0,22008,,,,,
0,,,,,,
0,,,,,$118,
0,,,,,,
0,22608,,,,,20:97
0,,,,,$60.46,
0,,,,,,
0,11329,,,,$28.50,9:27 AM
0,,,,,$29.22,5:28
0,,,,,,
0,,,,,$98.88,
0,72317245,,,,,
0,,,,,,
0,,,,,,
0,,,,,,6:10
0,001018,,,,,
0,61493,,,,,
0,26004,,,,,
0,,,,3111 W TEMPLE AVE,$ 65.19,
0,19325,,,16 South Water St.,$8.20,5:20 PM
0,,,,,,18:09
0,12647,,,,,8:30
0,,,,,,
0,,,,1355 Eastchase Parkway,,
0,11365,-73.7951,40.7374,,$4.00,
0,86301,-112.4265,34.5917,10 thite Spar Road,,12:54pm
0,666207,,,,,
0,,,,,,
0,86046,-112.1707,35.5434,,$5.90,
0,77074,-95.5106,29.6896,6658 Southwest,,11:18
0,12001,,,,,07:55 PM
0,90025,-118.4487,34.0447,,$18.60,10:17
0,23419,-75.9269,37.3074,4141 MAIN STREET,$36.21,01:36
0,63126,-90.3811,38.5495,9618 Watson Rd.,,12:48PM
0,,,,,,
0,41935230,,,,,
0,,,,,$8,
0,30124,-85.3379,34.1167,,,17:30
0,,,,,,
0,,,,,,
0,,,,,,
0,44089,-82.3554,41.41,4503 Liberty Ave.,$8.00,4:58 pm
0,65748,,,"405 Route 10 fast
Fast",$8,
0,12671,,,"11 PM
wndered At West",$150.00,05:11 PM
0,93971,,,,,3:06
0,23699,,,"2010 MAXON RD,",,
0,,,,,$94.0,3:16
0,,,,,,17:24
0,491621,,,,,
0,30086,-84.0746,33.8913,,$ 75,2:51
0,90402,-118.503,34.0349,,,20:09
0,,,,,,
0,41462,,,,$7.20,
0,20413,-77.0146,38.8933,,"$
5",19:35
0,274300360,,,,,
0,,,,1 Aust,$100.0,2:00
0,112004,,,"2004 102MM

Best",,
0,,,,,,
0,,,,,,
0,610066,,,,$11.80,
0,40075,-85.1019,38.5521,,,
0,919350708,,,,,
0,12943189,,,,,
0,930715900,,,,,18:50
0,,,,,,
0,,,,,,
0,472483,,,,,
0,100108,,,,,
0,637142620,,,,,
0,18146,,,,,
0,10004,-74.006,40.7143,,$5,
0,,,,,,
0,2641145,,,,,17:22
0,,,,,,
0,23090,-76.7544,37.3407,,,
0,,,,,$0.00,
0,,,,,,
0,14555,-76.9835,43.2546,,,
0,110056,,,,,
0,30066,-84.5038,34.0378,,$13.27,9:56 PM
0,,,,,$2.53,9:56
0,,,,,,
0,,,,,,
0,437377,,,,,
0,0193116,,,,$7,86:16
0,,,,,,
0,0191061,,,,$701,
0,,,,,,
0,95035,-121.895,37.4352,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,20:01
0,,,,,,
0,33065,-80.2603,26.2729,,,6:44PM
0,,,,,,
0,129873,,,,,
0,,,,,,
0,,,,1 Dict,,
0,,,,,$40,
0,72194,,,,,2:09
0,626799,,,,,
0,,,,,$5,
0,,,,,$9,
0,,,,,,9:56
0,,,,,$0,
0,,,,,$9.00,11:24
0,,,,0390 wou VID Gave,$ 79,
0,16012,,,1 the 7750 Gst,,2PM
0,,,,,,
0,,,,,,10:35 AM
0,001002061,,,,,13:43
0,000000580,,,"00 7
MEX CARD:",,
0,94102,-122.4167,37.7813,,$ 4.10,12:51 PM
0,39747,-89.5696,33.4165,,,
0,,,,,,
0,82672,,,,,
0,32830,-81.569,28.3822,345 GUEST,,22:49
0,17543,-76.3015,40.1846,,$ 6.19,19:48
0,85099709,,,,,22:25
0,,,,,"$
1",
0,70041,-89.5242,29.3519,00 Gift Card!,$100.00,
0,368742226,,,,,10:17 AM
0,,,,1 Chk 5857 Gst,,06:55PM
0,,,,,,
0,60137,-88.0648,41.8661,,,10:43 PM
0,94962,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,$25,
0,270765,,,505 Parnassus Avenue,$8.35,12:14
0,,,,"7 56
CREDIT CARD",$7,
0,49418,-85.7619,42.8939,4050 Chicago Dr,,12:09 AM
0,7839704,,,,,
0,542929866,,,9984 YORK RD,$245199763161,15:87
0,18301,-75.1735,41.0367,,$50.00,
0,10101010,,,,$2.9,4:01PM
0,,,,,,
0,693664496,,,,,10:39
0,014872703,,,,,23:15
0,,,,,,
0,40036,-84.9586,38.4219,1318 McHenry Street,,9:27 PM
0,,,,,$00,
0,24710127,,,,,
0,,,,,,
0,,,,,$44,
0,,,,,,
0,18912,-75.0599,40.3237,,$28.23,1:17
0,20010,-77.0322,38.9327,,,2:24
0,,,,,,
0,90260,-118.351,33.8879,28 Pacific Coast,,
0,90401,-118.4907,34.0176,1345 ind St,$156.81,
0,,,,,,
0,,,,,,
0,61275,-90.3263,41.6013,,,
0,,,,,,
0,1900615,,,,,19:50
0,33137,-80.1897,25.8156,,,3:34
0,85044,-111.9943,33.3291,4820 E Ray Road,$84.11,
0,,,,,,
0,114220180,,,,,13:40
0,,,,,,
0,47400,,,,,
0,,,,,$5.9,7:29
0,,,,,,
0,,,,,$66,
0,75062,-96.974,32.8479,"2920 N Belt Line Rd,",$9.19,2:35 PM
0,,,,,,
0,23145,,,,$4.5,12:06
0,,,,,$8.97,
0,,,,80 Rowte US Hwy,$00,
0,,,,,$9.10,7:39
0,90022,-118.1561,34.0245,,$8.41,14:29
0,30324,-84.3549,33.8206,,$95.10,4:35AM
0,,,,,,
0,,,,,,
0,20182,-77.5857,38.7009,,,
0,,,,,,
0,,,,,$63.98,
0,11373,-73.8776,40.7351,,$7.76,16:15
0,06454,,,"01 N x
NUMERO DE ORD",,1:56pm
0,,,,,,46:48
0,,,,1654 Ost,,
0,30019,-83.8795,33.9883,,$50.00,
0,11200,,,1200 Lakeline Mall Dr,$21.00,
0,48693,,,,,18:37
0,,,,14 GST:,$20,7pm
0,,,,,$9.16,6:50
0,,,,,$16.39,7:48 PM
0,,,,,,
0,36874,-85.184,32.6212,,,1:27
0,,,,,,
0,48009,-83.2133,42.5444,,,
0,7832918,,,,$7.90,
0,,,,,,
0,00122,,,2424 Kalakaua Avenue,,
0,14850,-76.4966,42.4406,,$5.95,
0,,,,,$ 4.90,14:49
0,,,,,,
0,,,,45 AORD,$16.79,
0,,,,,$6,
0,,,,,,
0,,,,,$14.04,55:24
0,648346,,,"35 value immediately
GST",$6.29,
0,,,,,,
0,,,,,,
0,00555,,,1226 Third St.,,
0,100109,,,,,10:10
0,,,,,,
0,07096100,,,,,
0,1100102,,,,$5,
0,00721,,,1 Nugget 12ct,$9.80,8:59
0,,,,,$900,
0,,,,,,
0,92507,-117.3389,33.9761,1420 University Ave,,
0,,,,,$42.40,
0,63562,,,,,
0,160082,,,,$9,
0,,,,,,
0,,,,,,
0,912129,,,,$1,
0,,,,,,
0,200820965,,,,$50,22:12
0,,,,,$2,
0,,,,,,
0,00003294,,,,,
0,43078,-83.7671,40.1066,0686 Cust.,,
0,,,,,,10:05
0,111070,,,,,
0,20016,-77.086,38.9381,"4515 WISCONSIN AVE,",,22:19
0,99755,-149.9867,63.5436,,$7.95,6:22 PM
0,040260,,,,,8:47
0,,,,,,
0,07834,-74.4844,40.8897,260 DIAMOND SPRING ROAD,$4,
0,,,,,$2,9:09
0,08004,-74.8665,39.76,1 a GST,,
0,02796,,,,$4,
0,,,,,,
0,1180113,,,,$24.12,14:53 AM
0,,,,,,
0,07202,-74.2215,40.6565,,$1,05:26
0,11067,,,,$318,1:36 PM
0,042113,,,,$8.95,16:17
0,93071,,,,,19:59
0,94103,-122.4147,37.7725,370 14th sq,$6.45,9:07
0,10019,-73.9858,40.7651,,,
0,,,,74 Abbey St.,,
0,98129,-122.3321,47.6062,,,05:47PM
0,102028,,,,,09:00
0,20005,-77.0312,38.9067,,,2:07
0,,,,,,
0,98101,-122.3305,47.6114,820 Pike St,$4.50,8:43 PM
0,320040,,,,,
0,89118,-115.2169,36.0811,,$27.56,
0,,,,,,
0,33141,-80.1446,25.8486,300 72th Street,,10:53 PM
0,92058,-117.3795,33.1959,,,
0,92223,-116.9701,33.9504,,$5.10,09:23
0,,,,4 BREAKFAST,,
0,,,,,,
0,,,,,,
0,,,,,$56,
0,,,,2 gst,,06:45PM
0,237079998,,,,$0.00,
0,,,,,,
0,08106,-75.0724,39.891,"610 W Nicholson Rd,",,04:24 PM
0,75205,-96.7843,32.826,3101 Knox St.,$273,
0,,,,,,
0,109505,,,,,
0,12060,-73.4903,42.433,,,
0,,,,,,9:17
0,92128-467,,,,$45.00,10:16
0,,,,,,
0,,,,,,
0,,,,,$12.98,5:90 PM
0,,,,,,
0,70130,-90.0739,29.9324,,$1,02:44PM
0,78704,-97.7658,30.2428,1 FREEBIRD,,
0,50008,-93.3724,40.7023,,$9.90,03:45 AM
0,,,,,,11:52
0,,,,,,5:26
0,,,,,,
0,,,,,,
0,92604,-117.7868,33.6899,394 WALNUT AVE,$1,12:31
0,,,,,,
0,,,,,,
0,,,,,,1AM
0,,,,,,
0,,,,,,
0,923478,,,,,05:01
0,,,,,,
0,308028,,,,,
0,,,,,,
0,20131,-77.7434,39.058,,,
0,4204508,,,,$228.74,7:36
0,,,,,,
0,,,,,$47.55,12:53
0,58729717,,,,,
0,022322,,,,$81.82,4:84
0,,,,,,
0,20859,-77.2076,39.144,29 Maryland Ave,$4.84,06:50
0,93311,-119.1056,35.3039,715 COFFEE ROAD,,1:40
0,,,,,,
0,10031,-73.9507,40.8246,,,08:10
0,,,,,$ 38.13,
0,42135401,,,,,13:52
0,103888,,,,,
0,,,,,,
0,28991,,,,,
0,95173,-121.8938,37.3352,,,
0,37203,-86.7916,36.1504,1906 Charlotte Ave,$+327,
0,,,,,,
0,,,,,,
0,57504,,,,,3:02
0,,,,,$10.50,
0,,,,,,
0,000032972,,,"41 5
Transt",,18:45
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,1728 Gst,,2:44PM
0,10028,-73.9529,40.7763,,,4:08 PM
0,10019,-73.9858,40.7651,,,
0,,,,,,
0,,,,,$28,
0,,,,,$3,
0,,,,,,
0,,,,,,
0,,,,,,
0,,,,,,
0,279593,,,,$ 38.96,15:17
0,,,,,$16.96,08:45
0,40005,,,8 rsz00t ace teesord,,
0,,,,,,
0,565570,,,,$1.00,9:08
0,,,,,,
0,,,,,,
0,,,,,,
0,68809,,,,,07:07
0,400115,,,4854 gST,,7:08PM
0,395477404,,,,,9:15
0,,,,,,
0,109505,,,,,
0,32724,-81.2863,29.0422,"39 hee
Caj Club Bkst",,10:37AM
0,115256500,,,,$828,
0,,,,,,7:35
0,,,,,,
0,14850,-76.4966,42.4406,,$5.95,
0,00149162,,,,,
0,,,,,$809,
0,,,,"8 re be i i i
batotl ct",,
0,,,,,,
0,559957,,,,$559957,11:18
0,,,,,$9.90,
0,,,,,$5.00,
0,10400,,,,,
0,048857312,,,,,15:35
0,,,,,$14.00,07:49
0,96734,-157.7448,21.4063,1247 Kailua Road,,12:47
0,,,,,,
0,00009,,,,$8.00,
0,,,,,,
0,17154,,,,$29,
0,,,,,,09:40
